Style,Full,,,,,,,,,,,,
Append Mode,1,,,,,,,,,,,,
Fill Mode,1,,,,,,,,,,,,
Capacity,1000000,,,,,,,,,,,,
Count,15966,,,,,,,,,,,,
Base Time Seconds,1670981371,,,,,,,,,,,,
Base Time Fractional,0.567411951,,,,,,,,,,,,
Base Time,12/14/2022 01:29:31.567411951,,,,,,,,,,,,
Scan Relative Time,CH115,CH116,CH117,CH118,CH119,CH120,,,,,,,
987.8105574,96320394.63,93557697.35,91234871.95,94889687.39,88468948.7,85743812.68,,,,,,,
989.2315844,96405316.64,93509958.33,91193414.33,94894979.21,88440880.54,85734601.11,,,,,,,
990.6535154,96294975.11,93434920.06,91180595.47,94876561.24,88437112.06,85742139.11,,,,,,,
992.0740929,96305286.78,93432215.17,91155526.45,94841287.57,88398904.4,85755745.47,,,,,,,
993.496029,96335827.9,93420616.85,91132956.12,94811174.13,88361872.95,85681984.45,,,,,,,
994.9170508,96315818.82,93409797.24,91123375.52,94790837.68,88317976.67,85712885.37,,,,,,,
996.338526,96306741.99,93399489.72,91101799.87,94781038.46,88275928.86,85542866.38,,,,,,,
997.7599955,96287913.5,93366441.6,91105126.74,94784226.71,88255075.71,85505023.67,,,,,,,
999.1810227,96244905.85,93331585.24,91076303.64,94764112.04,88211606.75,85576514.36,,,,,,,
1000.602503,96233207.85,93294037.85,91059529.71,94788336.16,88221225.42,85542778.66,,,,,,,
1002.023518,96200920.57,93216707.72,91018816.2,94785879.05,88214620.58,85482214.56,,,,,,,
1003.444987,96180012.07,93188050.09,90971913.26,94753265.2,88177219.02,85432204.78,,,,,,,
1004.866015,96190403.7,93152133.76,90934841.37,94725807.17,88148372.37,85510238.69,,,,,,,
1006.28794,96213774.87,93148844.18,90905736.35,94699637.43,88101610.02,85450062.78,,,,,,,
1007.708506,96218713.55,93166193,90898850.2,94668458.43,88053073.31,85360570.37,,,,,,,
1009.13044,96180995.53,93172113.53,90900507.89,94696703.63,88038685.31,85379181.83,,,,,,,
1010.551463,96142149.17,93122894.67,90893700.1,94733932.08,88037195.81,85333783.68,,,,,,,
1011.972946,96105712.77,93077019.97,90866198.47,94723530.09,88037939.4,85334265.62,,,,,,,
1013.394418,96087184.45,93029553.79,90823547.04,94716413.78,88045625.9,85330217.44,,,,,,,
1014.815446,96092416.6,93007681.91,90778259.28,94682219.15,88018451.35,85344907.68,,,,,,,
1016.236921,96108288.1,92993507.49,90747790.41,94652063.01,88012269.67,85334615.63,,,,,,,
1017.657945,96094467.2,93005170.77,90732558.33,94642730.18,87967847.63,85296234.19,,,,,,,
1019.079405,96107157.15,93015745,90727955.99,94652752.5,87945034.14,85315946.48,,,,,,,
1020.500432,96097388.15,93013019.6,90742585.76,94674432.37,87925082.88,85269338.25,,,,,,,
1021.92235,96058885.26,93001626.43,90729404.63,94687712.44,87928412.94,85236701.58,,,,,,,
1023.342912,96035728.96,92958084.07,90701453.58,94703691.66,87945480.34,85292563.61,,,,,,,
1024.764844,96031901.22,92925975.14,90673926.05,94675279.8,87944521.47,85238624.77,,,,,,,
1026.185859,96028907.54,92905706.56,90643923.27,94674089.71,87942907.89,85300317.69,,,,,,,
1027.607336,96025035.53,92901274.89,90621524.49,94640308.11,87950674.96,85292731.52,,,,,,,
1029.028812,96043064.17,92911380.37,90605860.01,94625687.45,87901792.55,85137658.04,,,,,,,
1030.449836,96032112.2,92911117.94,90604782.02,94607561.58,87881340.41,85107933.43,,,,,,,
1031.871309,96044464.48,92936807.84,90624196.35,94618214.86,87874411.39,85198620.27,,,,,,,
1033.292331,96023836.85,92924987.57,90607994.23,94629217.51,87867964.49,85217975.24,,,,,,,
1034.713801,96008635.66,92899839.66,90607149.97,94660398.53,87888025.97,85196788.07,,,,,,,
1036.134815,95985372.33,92873960.62,90579759.19,94666944.69,87902541.26,85151687.34,,,,,,,
1037.556729,95974347.58,92827322.87,90552901.19,94653021.71,87929585.31,85184660.69,,,,,,,
1038.977295,95990889.75,92812203.6,90539178.33,94620494.73,87898029.56,85176898.8,,,,,,,
1040.399226,96013569.24,92851691.31,90519252.53,94600085.27,87888450.55,85168384.92,,,,,,,
1041.820243,96035155.55,92894478.28,90523851.51,94587054.23,87846129.43,85116600.49,,,,,,,
1043.241709,96032659.7,92905147.58,90532521.73,94606047.2,87841772.45,85107312.23,,,,,,,
1044.663173,96003236.3,92887009.79,90556992.38,94634822.91,87856385.74,85077830.25,,,,,,,
1046.08419,95968106.04,92870658.6,90533671.23,94647830.07,87892233.94,85076369.25,,,,,,,
1047.505668,95939093.58,92838597.2,90522335.84,94664903.69,87897413.53,85106852.7,,,,,,,
1048.92669,95957268.69,92809335.77,90500560.25,94628448.1,87893076.35,85123544.46,,,,,,,
1050.348157,95972381.71,92825961.33,90476448.57,94595838.69,87904600.27,85151428.73,,,,,,,
1051.769181,95994173.33,92822389.54,90474981.77,94600806.76,87877420.39,85103283.05,,,,,,,
1053.191112,96004735.74,92870036.56,90486877.75,94578969.51,87855523.58,85177293.88,,,,,,,
1054.611691,95996600.61,92876606.48,90513946.34,94603456.76,87849350.42,85149394.68,,,,,,,
1056.033611,95986225.11,92859280.82,90525289.91,94634750.9,87859661.6,85122515.13,,,,,,,
1057.454632,95965658.12,92848993.45,90517820.7,94653101.05,87885445.98,85136509.81,,,,,,,
1058.876099,95970483.16,92824483.53,90495753,94633990.5,87905133.88,85148230.31,,,,,,,
1060.297569,95960203.76,92822148.46,90471733.84,94627276.59,87907678.38,85171278.14,,,,,,,
1061.718596,95977226.1,92807705.64,90451991.68,94626608.52,87903639.7,85177407.17,,,,,,,
1063.140064,95992255.02,92843847.12,90448970.43,94599847.64,87893999.31,85175603.16,,,,,,,
1064.561106,96003608.91,92861130.63,90454922.85,94590941.39,87872572.75,85113240.18,,,,,,,
1065.982579,95998988.2,92883994.53,90469808.99,94578026.1,87864378.14,85047892.74,,,,,,,
1067.403602,96000398.72,92892131.43,90475151.5,94624859.86,87877146.59,85091394.12,,,,,,,
1068.825526,95971724.56,92870662.46,90478577.57,94657410.51,87894029.99,85111419.34,,,,,,,
1070.246099,95965034.41,92866745.46,90476659.65,94656618.71,87938479.09,85106495.54,,,,,,,
1071.668019,95946890.66,92845682.85,90453816.22,94662333.76,87937041.2,85146035.95,,,,,,,
1073.089036,95950022.43,92843312.24,90415666.38,94635607.5,87928300.25,85160451.63,,,,,,,
1074.510512,95979129.84,92827008.32,90408293.28,94604175.68,87919425.76,85182762.25,,,,,,,
1075.931981,96001824.63,92870993.3,90408626.53,94588784.12,87899440.6,85177985.65,,,,,,,
1077.353013,96016191.88,92885607.88,90427135.56,94575783.71,87890362.52,85133267.61,,,,,,,
1078.774495,96008463.24,92889968.56,90470673.28,94595361.45,87895455.3,85147503.1,,,,,,,
1080.195522,95974761.48,92891603.37,90469899.62,94608955.08,87912556.47,85120756.06,,,,,,,
1081.616987,95966006.84,92876128.24,90456897.25,94638135.1,87937057.14,85189830.09,,,,,,,
1083.038007,95949926.52,92843344.95,90441683.47,94659339.38,87976245.37,85231208.65,,,,,,,
1084.459923,95949017.36,92812445.02,90410563.1,94622832.2,87972612.59,85235836.83,,,,,,,
1085.880488,95997419.3,92850019.25,90407080.41,94582992.77,87951552.32,85249279.27,,,,,,,
1087.302419,96011584.79,92892866.81,90409413.63,94578269.2,87931163.45,85245994.21,,,,,,,
1088.723424,96021298.4,92913072.62,90433087.86,94600077.17,87914723.19,85185748.93,,,,,,,
1090.144909,96007737.99,92905727.58,90455657.79,94620787.8,87923725.69,85241555.06,,,,,,,
1091.56639,95975860.01,92899442.4,90469533.84,94640644.07,87954562.05,85208126.72,,,,,,,
1092.987426,95958347.3,92856389.47,90458560.43,94641992.52,87974054.66,85222782.6,,,,,,,
1094.408896,95967198.58,92829299.32,90428151.97,94650904.32,87988387.13,85257773.68,,,,,,,
1095.829931,95980201.62,92839963.92,90412492.76,94627480.46,87985457.7,85212865.33,,,,,,,
1097.251414,96008538.52,92879008.56,90408011.03,94614900.57,87975423.13,85252139.37,,,,,,,
1098.672434,96015916.8,92900035.87,90416500.44,94595057.58,87944691.48,85212362.48,,,,,,,
1100.094361,96018106.11,92922873.34,90435704.63,94597923.8,87952626.75,85227412.19,,,,,,,
1101.514923,96005343.59,92917898.09,90453511.63,94614770.12,87961461.95,85220978.02,,,,,,,
1102.936848,95988198.16,92911066.24,90448619.63,94678246.1,88040133.42,85206645.32,,,,,,,
1104.357876,95962649.81,92872386.32,90428509.92,94645043.07,87968486.65,85237413.17,,,,,,,
1105.779343,95947172.1,92854640.13,90392465.66,94638877.07,87971425.53,85225347.91,,,,,,,
1107.200819,95973834.9,92865912.62,90397627.84,94621489.85,87990708.26,85236786.9,,,,,,,
1108.621843,95992560.01,92869702.37,90417754.13,94606068.39,87990565.26,85262013.93,,,,,,,
1110.04331,95999016.9,92891048.9,90409504.84,94557073.65,87944684.19,85198937.26,,,,,,,
1111.464337,96032757.47,92925473.59,90408325.63,94603185.08,87969586.6,85205237.75,,,,,,,
1112.885806,96039807.48,92932821.4,90456810.65,94619938.71,87971215.75,85242779.26,,,,,,,
1114.306834,96016636.06,92923165.76,90454651.63,94646418.26,87991496.24,85237649.83,,,,,,,
1115.728748,95999180.72,92917083.43,90463157.33,94644143.88,88014881.23,85269566.46,,,,,,,
1117.149312,96003670.82,92907915.45,90458299.98,94672136.17,88041009.9,85267912.94,,,,,,,
1118.571238,95986995.59,92884306.23,90445297,94675520.83,88057601.07,85224121.32,,,,,,,
1119.992258,96001537.46,92872995.1,90434618.92,94650462.72,88058250.66,85266795.69,,,,,,,
1121.413736,96028386.29,92888843.29,90433189.78,94627722.52,88055093.54,85332681.01,,,,,,,
1122.835204,96038462.44,92907374.11,90438843.51,94621108.1,88057788.64,85273153.84,,,,,,,
1124.256221,96039588.12,92928761.8,90439318.66,94636470.36,88051443.24,85230055.67,,,,,,,
1125.677697,96036438.79,92958561.34,90475476.14,94656268.35,88038883.43,85245798.5,,,,,,,
1127.098718,96030654.16,92951206.11,90493785.15,94675656.95,88065402.16,85236761.67,,,,,,,
1128.520197,96024920.31,92950913.62,90501375.7,94698170.68,88079449.79,85229584.46,,,,,,,
1129.941221,96018868.64,92934418.52,90511862.49,94712754.98,88114231.02,85250530.38,,,,,,,
1131.363147,96024257,92911421.05,90496116.83,94697145.55,88131491.2,85239834.08,,,,,,,
1132.783709,96032036.96,92897534.69,90484371.63,94669880.13,88133887.2,85253242.35,,,,,,,
1134.205633,96057575.76,92918582.88,90482810.9,94667402.55,88126715.11,85293337.08,,,,,,,
1135.626654,96073694.33,92943695.22,90488059.42,94656423.69,88118407.27,85292177.21,,,,,,,
1137.048125,96073193.39,92956174.8,90509904.38,94664351.92,88117798.83,85258737.04,,,,,,,
1138.469608,96069085.67,92980650.61,90534033.59,94684388.59,88104069.08,85262784.35,,,,,,,
1139.890631,96066833.89,92967346.46,90551537.72,94698479.25,88130472.72,85278561.59,,,,,,,
1141.312102,96043702.72,92953152.36,90561689.82,94723604.5,88152411.42,85319218.76,,,,,,,
1142.733116,96035892.81,92930694.92,90551559.87,94740491.37,88173736.78,85310586.99,,,,,,,
1144.15459,96038470.23,92925051.96,90549255.93,94720818.61,88185243.7,85330652.86,,,,,,,
1145.575621,96069448.84,92922800.82,90534972.34,94710740.62,88197146.95,85362720.03,,,,,,,
1146.997541,96097899.77,92964330.52,90538526.76,94701577.23,88178913.55,85378811.37,,,,,,,
1148.418107,96113494.75,92996366.42,90559444.61,94711760.99,88166976.23,85327972.17,,,,,,,
1149.84003,96110205.75,93016805.28,90586753.97,94702699.9,88181549.36,85326602.48,,,,,,,
1151.26105,96108156.56,93020043.62,90608438.29,94743543.37,88190004.42,85315397.43,,,,,,,
1152.682531,96078171.22,93002311.31,90612125.01,94765008.82,88201555.05,85315902.27,,,,,,,
1154.104,96062766.45,92989721.94,90599753.45,94777225.88,88233610.61,85321117.84,,,,,,,
1155.525028,96081162.71,92978382.66,90615517.77,94772241.03,88246139.13,85383730.99,,,,,,,
1156.946493,96083219.04,92958617.1,90593144.27,94763374.78,88267401.07,85387928.47,,,,,,,
1158.367514,96087906.12,92967506.72,90600841.57,94759328.11,88259857.16,85346420.07,,,,,,,
1159.788983,96104275.22,93004685.96,90605591.44,94757813.48,88257686.34,85369290.2,,,,,,,
1161.210003,96122617.63,93012491.19,90623315.38,94743212.62,88247538.89,85352802.59,,,,,,,
1162.631934,96124892.96,93039809.59,90638959.83,94738163.72,88252991.21,85360996.18,,,,,,,
1164.052509,96114080.4,93043111.1,90663740.05,94791583.34,88255596.54,85333970.46,,,,,,,
1165.474434,96086096.37,93040276.65,90686238.56,94814865.79,88294538.78,85329435.2,,,,,,,
1166.895448,96079342.7,93010892.28,90675774.21,94841755.69,88318387.01,85305056.41,,,,,,,
1168.316913,96064468.23,93006251.08,90672975.89,94841791.07,88340775.22,85327250.15,,,,,,,
1169.738391,96099159.92,92991865.13,90642403.39,94806656.32,88331874.92,85335974.18,,,,,,,
1171.159412,96113523.77,93023370.58,90649412.73,94800116.6,88323913.77,85310813.49,,,,,,,
1172.580887,96140692.02,93042632.63,90664666.3,94804775.37,88321521.51,85350599.38,,,,,,,
1174.001914,96143592.12,93062247.76,90671877.59,94809491.97,88305905.74,85354700.74,,,,,,,
1175.423383,96146944.3,93081940.02,90708066.38,94830261.47,88317103.63,85323291.73,,,,,,,
1176.844402,96117492.73,93055614.28,90704695.61,94847146.85,88320260.11,85314659.23,,,,,,,
1178.266321,96102393.47,93051615.86,90727936.72,94851485.95,88355900.01,85349303.33,,,,,,,
1179.686894,96098275.31,93034024.08,90728452.69,94871154.8,88371278.62,85359607.61,,,,,,,
1181.108814,96117904.9,93030488.94,90711738.98,94839427.28,88377167.33,85319998.22,,,,,,,
1182.529829,96123121.04,93029440.1,90698300.49,94839447.25,88368481.5,85352100.83,,,,,,,
1183.951299,96153703.68,93033743.18,90705037.33,94837817.79,88360567.13,85387139.99,,,,,,,
1185.372772,96147952.4,93053437.32,90713650.79,94818740.06,88356975.87,85389506.23,,,,,,,
1186.793799,96143241.17,93042547.83,90727373.43,94798384.72,88356599.89,85393822.47,,,,,,,
1188.215275,96161588.49,93097473.53,90743997.91,94807522.29,88354179.39,85373821.5,,,,,,,
1189.636297,96136357.83,93086965.11,90772249.26,94821370.75,88368467.91,85338323.35,,,,,,,
1191.057764,96122527.61,93068313.45,90770978.51,94842970.73,88387480.69,85403678.24,,,,,,,
1192.478789,96101152.89,93032048.6,90767920.73,94867286.28,88404613.71,85387588.51,,,,,,,
1193.900722,96105277,93036994.1,90757511.06,94843974.63,88428855.08,85438445.99,,,,,,,
1195.321288,96127232.13,93039612.77,90742622.58,94837913.36,88421110.43,85435354.82,,,,,,,
1196.743209,96150536.74,93059341.89,90751841.66,94836026.7,88422231.17,85454127.89,,,,,,,
1198.164235,96168890.67,93071226.64,90757125.73,94816885.9,88399605.07,85394254.33,,,,,,,
1199.585719,96170147.46,93104927.55,90775234.85,94815149.47,88388837.56,85396842.3,,,,,,,
1201.007184,96188635.17,93114045.72,90799100.56,94835742.57,88384414.19,85400474.67,,,,,,,
1202.428214,96163628.4,93106753.82,90819809.27,94863781.65,88403512.19,85391567.08,,,,,,,
1203.849686,96153503.86,93097694.85,90817515.1,94882814.27,88423457.23,85411802.84,,,,,,,
1205.270714,96138308.97,93069657.79,90819582.68,94888553.02,88434105.64,85478803.01,,,,,,,
1206.692176,96135178.32,93088834.16,90800151.84,94870940.47,88441177.51,85484412.96,,,,,,,
1208.113193,96148648.95,93076644.3,90782893.09,94861408.74,88431301.77,85460616.8,,,,,,,
1209.535122,96173570.57,93105977.34,90785918.4,94858460.9,88414929.62,85394130.94,,,,,,,
1210.955685,96193747.31,93138089.96,90805850.54,94833295.08,88404025.09,85376901.6,,,,,,,
1212.377619,96195669.68,93144691.11,90825602.87,94848912.35,88398556.64,85387812.34,,,,,,,
1213.798644,96190770.02,93167976.96,90840338.63,94870026.45,88404410.28,85419548.8,,,,,,,
1215.220121,96179151.32,93169405.32,90865101.45,94878866.22,88414776.65,85418685.71,,,,,,,
1216.641593,96142184.85,93145241.53,90872858.97,94880971.05,88426875.39,85440375.62,,,,,,,
1218.062611,96143526.29,93132422.96,90862820.33,94887325.05,88442695.1,85463585.75,,,,,,,
1219.484072,96147901.75,93125325.79,90843487.54,94865202.69,88461890.98,85473954.74,,,,,,,
1220.905096,96159201.65,93144434.17,90827986.44,94860652.83,88437536.37,85419691.14,,,,,,,
1222.326551,96200531.11,93180278.39,90824093.44,94845103.75,88435986.89,85369353.25,,,,,,,
1223.747583,96186048.14,93189676.81,90840797.48,94848941.41,88414607.13,85385972.16,,,,,,,
1225.16952,96215645.17,93197551.04,90859415.9,94849023.52,88405748.35,85386304.74,,,,,,,
1226.590095,96203957.71,93207018.39,90879151.65,94880062.57,88408667.82,85335826.47,,,,,,,
1228.012028,96173048.74,93197688.42,90894626.07,94888736.44,88423917.06,85424572.19,,,,,,,
1229.433046,96171771.07,93190667.36,90888388.44,94889963.4,88435048.59,85435617.08,,,,,,,
1230.854512,96183063.25,93182503.37,90896446.24,94909263.79,88448836.09,85449347.17,,,,,,,
1232.275993,96172734.34,93176876.5,90876352.56,94897501.73,88454232.34,85404422.3,,,,,,,
1233.697009,96167721.3,93167239.86,90869901.99,94891750.01,88467806.88,85462643.49,,,,,,,
1235.118468,96189554.84,93165306.73,90847355.4,94863373.13,88451694.46,85530454.79,,,,,,,
1236.53949,96216152.18,93200726.12,90853998.05,94843267.97,88435002.55,85458275.14,,,,,,,
1237.96096,96240769.26,93232270.3,90885889.41,94843051.92,88427984.91,85422389.53,,,,,,,
1239.381976,96213164.05,93255092.27,90900088.1,94886858.47,88432612.51,85381412.82,,,,,,,
1240.803903,96193785.73,93241738.93,90920526.71,94914439.88,88450414.9,85319659.54,,,,,,,
1242.224458,96171418.09,93209375.94,90907073.08,94917562.83,88473990.44,85261859.19,,,,,,,
1243.646391,96183146.32,93210148.76,90902508.21,94898091.25,88485829.11,85323348.23,,,,,,,
1245.067408,96194259.74,93197260.89,90888922.59,94892343.46,88486423,85360326.71,,,,,,,
1246.488881,96205287.44,93201742.97,90879035.39,94880308.42,88466729.29,85374834.62,,,,,,,
1247.910342,96225820.58,93214109.53,90873867.87,94863813.51,88466963.29,85318408.27,,,,,,,
1249.331362,96230372.65,93250701.98,90885465.71,94856479.8,88448903.77,85351438.02,,,,,,,
1250.752824,96235767.97,93246086.06,90907486.82,94869466.85,88443683.78,85350883.73,,,,,,,
1252.173847,96228249.7,93265865.98,90914248.38,94882516.49,88451167.95,85362006.5,,,,,,,
1253.595315,96207330.42,93261302.95,90934997.43,94901441.48,88451002.51,85324830.71,,,,,,,
1255.016346,96205150.47,93246481.61,90940859.61,94897699.91,88468052.04,85302245.55,,,,,,,
1256.43826,96190629,93232994.78,90938730.09,94905385.75,88493900.25,85318027.88,,,,,,,
1257.858834,96193181.19,93221951.24,90925386.3,94889544.68,88485299.81,85339819.69,,,,,,,
1259.28076,96214285.45,93231413.31,90909096.05,94873658.42,88472954.75,85387273.58,,,,,,,
1260.70179,96233559.32,93261039.97,90917248.77,94865604.26,88445923.9,85394340.38,,,,,,,
1262.123269,96224267.45,93266104.15,90934306.98,94866840.2,88445712.69,85379053.37,,,,,,,
1263.544745,96224082.99,93290258.78,90953924.01,94876228.05,88425985.03,85358380.13,,,,,,,
1264.965766,96228275.5,93293629.62,90975477.24,94882757.31,88416696.35,85358000.33,,,,,,,
1266.387245,96228164.82,93296769.13,90972479.67,94875735.13,88426965.39,85367835.12,,,,,,,
1267.808267,96206588.45,93279448.5,90966087.99,94884837.86,88438930.91,85383260.61,,,,,,,
1269.22973,96200020.18,93285441.46,90971100.4,94923426.51,88453098.14,85344577.54,,,,,,,
1270.650762,96213176.37,93278993.52,90961191.32,94879053.92,88452559.48,85369911.34,,,,,,,
1272.072693,96208024.97,93275068.4,90964579.1,94881886.88,88459224.35,85368939.92,,,,,,,
1273.493265,96222566.14,93282957.34,90956204,94863656.06,88457365.22,85420740.13,,,,,,,
1274.91519,96232898.44,93291109.04,90961781.74,94851803.13,88452599.89,85503893.03,,,,,,,
1276.336204,96242677.3,93311518.27,90965565.97,94871000.65,88438014.88,85497290.38,,,,,,,
1277.757682,96246505.89,93323270.02,90967923.63,94862761.8,88440721.56,85498820.67,,,,,,,
1279.179154,96248076.53,93325158.67,90975685.87,94888079.55,88436513.83,85440682.79,,,,,,,
1280.600175,96238089.47,93328267.06,90996832.55,94869538.95,88436425.84,85461903.84,,,,,,,
1282.021645,96232903,93325416.49,91007649.53,94903704.72,88447415.33,85463545.8,,,,,,,
1283.442671,96223597.78,93330094.22,91014046.48,94913212.15,88450006.34,85451770.57,,,,,,,
1284.864134,96222823.06,93307535.59,91013922.22,94897938.33,88459588.13,85501821.92,,,,,,,
1286.285153,96217267.21,93308260.57,91009811.93,94902867.21,88453686.99,85474961.18,,,,,,,
1287.707086,96230874.96,93302366.73,91002002.4,94892281.25,88446127.22,85520609.94,,,,,,,
1289.127659,96234290.05,93314951.31,91001969.05,94876647.92,88457900.23,85475027.2,,,,,,,
1290.549591,96245920.35,93296309.73,91001977.89,94861899.71,88457450.8,85486910.83,,,,,,,
1291.970622,96259520.28,93325523.82,91011461.35,94868507.08,88440309.24,85568178.35,,,,,,,
1293.392087,96254195.59,93344494.93,91020953.3,94876301.21,88435913.21,85455884.54,,,,,,,
1294.81355,96240843.05,93330727.91,91028434.52,94888739.57,88482887.79,85490293.52,,,,,,,
1296.234571,96424042.61,93166581.46,91038559.4,94934036.35,88431284.03,85500677.07,,,,,,,
1297.656043,96216892.44,93346786.39,91043501.14,94921036.03,88455560.13,85496329.93,,,,,,,
1299.077061,96234996.86,93348596.56,91044717.58,94902251.91,88467201.57,85530480.94,,,,,,,
1300.498519,96232676.35,93324661.35,91023384.55,94911317.69,88487616.6,85574192.65,,,,,,,
1301.919534,96220307.15,93333434.47,91017705.52,94878697.73,88477967.54,85565043.57,,,,,,,
1303.341452,96255229.7,93337551.69,91009849.53,94887418.92,88474210.88,85580763.69,,,,,,,
1304.762007,96250763.36,93335848.79,91002763.86,94879682.32,88445456.8,85593620.25,,,,,,,
1306.183922,96263713.01,93364907.45,91017441,94883103.63,88462730.45,85575920.23,,,,,,,
1307.604934,96277104.13,93370224.94,91024250.69,94860378.48,88436156.5,85544158.8,,,,,,,
1309.026417,96264059.81,93382269.11,91031486.01,94871146.7,88435498.36,85558540.36,,,,,,,
1310.447891,96257513.14,93391036.49,91053466.59,94905110.54,88438720,85602721.4,,,,,,,
1311.868903,96246867.62,93369925.61,91052362.5,94904366.95,88450737.67,85592086.63,,,,,,,
1313.290365,96238432.84,93363416.65,91049047.03,94930203.46,88463949.03,85570131.35,,,,,,,
1314.71139,96244493.84,93346917.54,91041269.79,94907901.65,88459554.4,85597895.44,,,,,,,
1316.132861,96258827.61,93340271.42,91021384.84,94899993.7,88470978.08,85623128.1,,,,,,,
1317.553886,96259401.41,93337152.54,91014282.73,94890652.53,88459687.86,85599893.36,,,,,,,
1318.975798,96273631.91,93375790.57,91021558.62,94872965.45,88441757.37,85596968.79,,,,,,,
1320.396361,96268942.48,93377378.33,91023004.38,94864659.73,88434362.61,85589862.91,,,,,,,
1321.818284,96286360.18,93378857.07,91051768.44,94867415.72,88429291.31,85610838.33,,,,,,,
1323.2393,96286376.6,93399565.12,91050833.72,94877903.52,88425150.17,85593826.15,,,,,,,
1324.660774,96260996.49,93386234.4,91056294.48,94884145.83,88438023.31,85543377.95,,,,,,,
1326.082252,96250098.75,93384937.56,91053990.89,94896338.59,88442964.13,85518736.24,,,,,,,
1327.503268,96250019.65,93376480.67,91056497.45,94901519.16,88429825.77,85619218.75,,,,,,,
1328.924737,96248272.62,93366632.85,91049014.53,94901901.55,88444304.09,85659505.18,,,,,,,
1330.345755,96265194.46,93372651.79,91036857.79,94893731.14,88451626.41,85628709.26,,,,,,,
1331.767219,96267709.21,93365265.46,91047264.01,94885182.49,88443441.76,85612809.13,,,,,,,
1333.188243,96269711.41,93380800.38,91053740.17,94866854.65,88441660.66,85515318.86,,,,,,,
1334.610168,96283417.62,93407201.1,91045763.49,94859869.69,88425941.31,85558829.97,,,,,,,
1336.030732,96298131.34,93411314.8,91069186.24,94860844.32,88406795.9,85610338.45,,,,,,,
1337.45266,96293580.99,93420127.6,91079667.38,94875207.99,88404908.59,85626785.81,,,,,,,
1338.873694,96273267.79,93435193.21,91103581.14,94893654.67,88409005.67,85572914.82,,,,,,,
1340.29516,96267326.32,93429561.27,91097977.73,94903855.09,88416203.12,85581703.73,,,,,,,
1341.716625,96242044.95,93402762.33,91093745.51,94909350.71,88435259.37,85517503.49,,,,,,,
1343.137651,96252209.42,93378530.22,91082459.91,94888960.12,88426482.68,85563021.8,,,,,,,
1344.559118,96264588.48,93390962.53,91063506.15,94885424.12,88434517.8,85567660.04,,,,,,,
1345.980139,96284144.09,93401161.55,91062244.73,94854869.16,88424309.13,85589820.42,,,,,,,
1347.401605,96306702.99,93422682.67,91068359.12,94839482.31,88398925.16,85642922.6,,,,,,,
1348.822635,96311957.93,93454223.29,91086187.28,94835162.26,88390882.82,85625137.88,,,,,,,
1350.244567,96300071.23,93454323.01,91099769.2,94862296.83,88370969.63,85624263.42,,,,,,,
1351.665151,96294513.4,93446952.08,91117315.05,94875352.67,88391458.36,85617016.45,,,,,,,
1353.087083,96277596.09,93450146.51,91108304.54,94884022.65,88399429.49,85666714.85,,,,,,,
1354.508117,96259721.34,93436576.73,91108876.41,94881365.23,88413616.92,85633527.63,,,,,,,
1355.929591,96261298.67,93428507.03,91101875.32,94869576.45,88411351.46,85681580.66,,,,,,,
1357.351054,96281369.28,93427368.46,91090062.2,94868260.51,88416183.74,85687671.36,,,,,,,
1358.772079,96287207.29,93430720.57,91079178.24,94850409.84,88430571.23,85686504.13,,,,,,,
1360.193558,96303174.12,93458751.02,91080996.41,94820876.72,88394604.76,85628855.98,,,,,,,
1361.614583,96323576.37,93470564.42,91082959.76,94822030.24,88380428.18,85636426.06,,,,,,,
1363.036053,96314800.9,93496936.27,91091642.5,94841684.8,88382545.27,85647772.47,,,,,,,
1364.457078,96316095.13,93488244.27,91111777.58,94863131.53,88392787.46,85610585.79,,,,,,,
1365.879019,96284941.69,93483116.18,91112500.93,94862435.8,88389860.99,85611713.64,,,,,,,
1367.299595,96282536.92,93482380.96,91111475.96,94877609.37,88403013.29,85628519.23,,,,,,,
1368.721534,96281912.63,93458749.98,91101182.09,94863705.48,88394972.93,85640829.85,,,,,,,
1370.14256,96274313.38,93439355.22,91090479.03,94876913.51,88418650.77,85655684.62,,,,,,,
1371.564041,96286798.77,93454825.53,91082794.27,94866372.58,88415927.72,85696259.03,,,,,,,
1372.985516,96299304.94,93441153.45,91068748.15,94826163.86,88419467.02,85716302.88,,,,,,,
1374.406545,96321870.5,93478146.9,91073512.71,94826954.24,88400130.7,85646606.26,,,,,,,
1375.828017,96319763.84,93488965.27,91104504.26,94827417.85,88379371.31,85716326.15,,,,,,,
1377.249042,96320470.81,93503479.36,91102573.48,94850891.49,88385189.7,85726139.93,,,,,,,
1378.670515,96291347,93498210.86,91132130.23,94877708.54,88402891.83,85722339.28,,,,,,,
1380.091539,96265480.51,93478132.26,91115114.03,94867748.12,88418626.42,85676619.06,,,,,,,
1381.513472,96269780.05,93471041.97,91118742.74,94879011.32,88438223.52,85718023.23,,,,,,,
1382.934038,96285753.96,93452151.88,91100765.71,94855740.75,88431997.66,85733454.68,,,,,,,
1384.355972,96294264.21,93462391.55,91087511.13,94843758.21,88428090.17,85744310.74,,,,,,,
1385.776983,96303524.8,93451913.09,91090176.32,94830949.76,88407607.58,85758826.29,,,,,,,
